nom_estab,items,prediction
LA TORRADA RESTAURANTE,"['CREMA', 'SURIMI', 'MILANESA', 'LENGUA', 'PASTA', 'CAMARON']",['SALSA']
HOTEL OASIS,"['FLAUTAS', 'MILANESA', 'ELOTE', 'HUESO', 'YEMA', 'ESPALDILLA', 'PIZZA']",['TOCINO']
RESTAURANTE Y TAQUERIA MI GENERAL,"['PULPA', 'MIEL', 'LECHE', 'RIBEYE', 'CHULETA', 'GALLETA', 'SAZONADOR']",['ARRACHERA']
HOTEL OASIS,"['MILANESA', 'CREMA', 'GALLETA', 'PASTEL', 'MANCHEGO', 'FLAUTAS']",['TOCINO']
RESTAURANTE VERDENIA,"['BONELESS', 'RIBEYE', 'LOMO', 'DIEZMILLO', 'WHIP', 'ADOBADA']",['BACON']
VITANTI RESTAURANTE,"['DIEZMILLO', 'AJO', 'ROAST', 'MEDALLON', 'SAZONADOR', 'PULPA']",['BACON']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['CUBOS', 'LENGUA', 'PIZZA', 'QUESO', 'FLAN']",['SALSA']
LA TORRADA RESTAURANTE,"['ATUN', 'LOMO', 'PIERNA', 'BACON', 'PIZZA', 'CUBOS', 'LENGUA']","['SALSA', 'DIEZMILLO']"
RESTAURANTE ARIECCHINO,"['MARGARINA', 'JALAPENOS', 'BISTEC', 'PAVO', 'CHILE', 'HUESO']",['MOLIDA']
LA TORRADA RESTAURANTE,"['GALLETA', 'PIMIENTA', 'BRISKET', 'VEAL', 'MOLLEJA', 'LENGUA']",['SALSA']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['ACEITE', 'HAMBURGUESA', 'MEDALLON', 'DIEZMILLO', 'PASTA', 'PIERNA']",['BACON']
HOTEL EL REGIO,"['T-BONE', 'ROAST', 'CAMARON', 'CORTADILLO', 'PORTERHOUSE', 'MOSTAZA']",['PANELA']
LA RONDA RESTAURANTE,"['BONELESS', 'ACEITUNA', 'PIMIENTA', 'PURE', 'SALSA', 'ROAST', 'MAYONESA']",['LENGUA']
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['PANELA', 'ELOTE', 'PULPA', 'ADOBADA', 'SHOULDER', 'PORTERHOUSE', 'MOLLEJA']",['CORTADILLO']
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,"['COWBOY', 'COFFEE', 'QUESO', 'SHOULDER', 'MANCHEGO']",['SALMON']
RESTAURANTE MI KASA,"['TOMAHAWK', 'CHULETA', 'FLAN', 'LECHE', 'MERMELADA']",['ARRACHERA']
HOTEL MISION,"['MOSTAZA', 'PAVO', 'PASTA', 'COFFEE', 'PECHUGA', 'NUGGET']",['SALMON']
HOTEL POSADA,"['BONELESS', 'FILETE', 'PAPRIKA', 'CHAMPIÑONES', 'COSTILLA', 'HAMBURGUESA', 'CHILE']",['MOLIDA']
RESTAURANTE DE MARISCOS LOS REYES,"['ADEREZO', 'COWBOY', 'FLAUTAS', 'SURIMI', 'TOMAHAWK', 'MEDALLON']",['TOCINO']
RESTAURANTE DE MARISCOS EL ROJO,"['NUGGET', 'SALMON', 'JUGO']",['COFFEE']
RESTAURANTE DE MARISCOS LOS REYES,"['SALSA', 'ADOBADA', 'PULPA', 'PURE', 'MACHACA', 'SALMON', 'CACHETE']","['COFFEE', 'LENGUA']"
RESTAURANTE BON DIA,"['ENDULZANTE', 'LECHE', 'PAVO', 'PURE', 'SURIMI']",['ARRACHERA']
HOTEL OASIS,"['JAMON', 'ADOBADA', 'YEMA', 'COFFEE']",['SALMON']
EL MAGO RESTAURANTE Y BANQUETES,"['NUGGET', 'MANTEQUILLA', 'MOLIDA', 'PIZZA', 'PHILADELPHIA']",['CHILE']
CHE PEBETA RESTAURANTE ARGENTINO,"['ARRACHERA', 'HUESO', 'ACEITE', 'PIERNA', 'PEPPERONI', 'MILANESA', 'GALLETA']",['LECHE']
HOTEL OASIS,"['DIEZMILLO', 'ENDULZANTE', 'ESPALDILLA', 'COFFEE', 'FAJITA', 'CARNE']","['BACON', 'SALMON']"
HOTEL REGIS,"['TOCINO', 'MACHACA', 'LENGUA', 'PHILADELPHIA', 'PAVO', 'WHIP', 'SALMON']","['SALSA', 'COFFEE', 'FLAUTAS']"
RESTAURANTE BONDIA,"['JAMON', 'COWBOY', 'SALMON', 'PULPA', 'ATUN']",['COFFEE']
NORTEÑO RESTAURANTE,"['CARNITAS/PIERNA', 'YEMA', 'CHAMPIÑONES', 'ELOTE', 'CHILE', 'WHIP']",['MOLIDA']
HOTEL MISION,"['CHILE', 'MOSTAZA', 'CACHETE', 'SALMON']","['MOLIDA', 'COFFEE']"
HOTEL CAMINO REAL,"['TOCINO', 'FLAUTAS', 'PANELA', 'HAMBURGUESA', 'BACON', 'BISTEC']","['DIEZMILLO', 'CORTADILLO']"
RESTAURANTE BON DIA,"['HAMBURGUESA', 'LECHE', 'MAYONESA', 'BACON', 'CAMARON', 'YOGHURT']","['DIEZMILLO', 'ARRACHERA']"
RESTAURANTE FAMILIAR LAS PALMAS,"['LECHE', 'PASTEL', 'CHICHARRON']",['ARRACHERA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['PIMIENTA', 'FLAN', 'CHILE', 'BISTEC', 'MERMELADA', 'MANCHEGO']",['MOLIDA']
LA RONDA RESTAURANTE,"['COWBOY', 'ROAST', 'BRISKET', 'YEMA', 'LECHE']",['ARRACHERA']
HOTEL REGIS,"['BACON', 'MEDALLON', 'COCOA', 'SAZONADOR', 'PORTERHOUSE', 'ATUN']",['DIEZMILLO']
RESTAURANTE IDOLOS DEL RIN,"['DIEZMILLO', 'COWBOY', 'BONELESS', 'ESPALDILLA', 'PULPA', 'MILANESA', 'MORTADELA']",['BACON']
RESTAURANTE  LA  FUNDACION,"['JALAPENOS', 'CARNITAS/PIERNA', 'FLAUTAS', 'SALAMI', 'HAMBURGUESA']",['TOCINO']
RESTAURANTE EL GITANO,"['DULCE', 'PAPA', 'SALSA', 'GOUDA', 'SALCHICHA', 'T-BONE', 'CHILE']","['MOLIDA', 'LENGUA']"
RESTAURANTE TIO LALO,"['MERMELADA', 'MORTADELA', 'YOGHURT', 'BACON']",['DIEZMILLO']
HOTEL PALACIO,"['FLAUTAS', 'NUGGET', 'CUBOS']",['TOCINO']
EL MAGO RESTAURANTE Y BANQUETES,"['PASTEL', 'LENGUA', 'SALAMI', 'MIEL', 'JALAPENOS']",['SALSA']
RESTAURANTE FLOR DE TOKIO,"['FILETE', 'JAMON', 'LECHE', 'PEPPERONI']",['ARRACHERA']
MINIRESTAURANTE EL CHINO,"['HUESO', 'LECHE', 'CHORIZO', 'CORTADILLO']","['PANELA', 'ARRACHERA']"
LA TORRADA RESTAURANTE,"['MOLIDA', 'ESPALDILLA', 'GALLETA', 'SALMON', 'HUEVO']","['CHILE', 'COFFEE']"
LA RONDA RESTAURANTE,"['PECHUGA', 'ATUN', 'MORTADELA', 'VEAL', 'PASTEL', 'COFFEE']",['SALMON']
RESTAURANTE: I LIKE PIZZA,"['QUESO', 'MERMELADA', 'DIEZMILLO', 'MARGARINA', 'YOGHURT']",['BACON']
RESTAURANTE DE MARISCOS LOS REYES,"['JALAPENOS', 'RIBEYE', 'CAFE', 'FLAUTAS', 'MIEL', 'JAMON', 'CUBOS']",['TOCINO']
RESTAURANTE EL BUEN PALADAR,"['COCOA', 'CACHETE', 'CORTADILLO', 'PASTEL', 'PIMIENTA', 'LENGUA']","['SALSA', 'PANELA']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['COCOA', 'GOUDA', 'CHEESECAKE', 'LENGUA']",['SALSA']
RESTAURANTE  LA  FUNDACION,"['ARRACHERA', 'MOSTAZA', 'CHULETA', 'CHICHARRON', 'ADEREZO']",['LECHE']
RESTAURANTE FLOR DE TOKIO,"['FILETE', 'PURE', 'MEDALLON', 'MACHACA', 'BACON', 'MIEL', 'COWBOY']",['DIEZMILLO']
RESTAURANTE LA POSADA,"['PAVO', 'MOSTAZA', 'LOMO', 'JUGO', 'COCOA', 'CACHETE', 'TOCINO']",['FLAUTAS']
HOTEL POSADA,"['TOMATE', 'YOGHURT', 'CAFE', 'HUESO', 'CREMA', 'BACON', 'COWBOY']",['DIEZMILLO']
RESTAURANTE LOS RODRIGUEZ,"['CAFE', 'BACON', 'MANTEQUILLA', 'MAYONESA', 'ESPALDILLA', 'BISTEC', 'PAPRIKA']",['DIEZMILLO']
RESTAURANTE LAS TRES VILLAS,"['PURE', 'CHILE', 'MOLLEJA', 'PULPA', 'T-BONE']",['MOLIDA']
RESTAURANTE ARIECCHINO,"['ACEITE', 'ADEREZO', 'COCOA', 'WHIP', 'PEPPERONI', 'PANELA']",['CORTADILLO']
LA TORRADA RESTAURANTE,"['MILANESA', 'LENGUA', 'JUGO', 'BACON']","['SALSA', 'DIEZMILLO']"
RESTAURANTE LA POSADA,"['MENUDO', 'JAMON', 'LECHE', 'ACEITE', 'PAVO', 'ENDULZANTE', 'PIMIENTA']",['ARRACHERA']
RESTAURANTE TIO LALO,"['BISTEC', 'SALSA', 'CHEESECAKE', 'TOMAHAWK', 'HUEVO']",['LENGUA']
RESTAURANTE CHAYITO,"['ELOTE', 'SURIMI', 'MAYONESA', 'SAZONADOR', 'CORTADILLO', 'CHAMPIÑONES']",['PANELA']
HOTEL HOLIDAY IN EXPRESS,"['VEAL', 'WHIP', 'FILETE', 'PIERNA', 'COFFEE', 'BONELESS']",['SALMON']
RESTAURANTE VERDENIA,"['PULPA', 'SALMON', 'PULPO', 'MANCHEGO', 'HUESO']",['COFFEE']
HOTEL HOLIDAY IN EXPRESS,"['WHIP', 'CHORIZO', 'PURE', 'LENGUA', 'ADOBADA']",['SALSA']
HOTEL MISION,"['DULCE', 'RIBEYE', 'MEDALLON', 'VEAL', 'MOLIDA', 'DESHEBRADA', 'MACHACA']",['CHILE']
RESTAURANTE CHAYITO,"['CHILE', 'ALITA', 'ADOBADA', 'BONELESS', 'MACHACA']",['MOLIDA']
RESTAURANTE LOS RODRIGUEZ,"['CHICHARRON', 'SALSA', 'PHILADELPHIA', 'TOMAHAWK', 'DIEZMILLO', 'COWBOY']","['BACON', 'LENGUA']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['CATSUP', 'LECHE', 'RIBEYE', 'ESPALDILLA', 'CHEESECAKE', 'HUEVO', 'PORTERHOUSE']",['ARRACHERA']
HOTEL REGIS,"['SURIMI', 'LECHE', 'PASTA', 'SAZONADOR', 'BACON', 'WHIP', 'ESPALDILLA']","['DIEZMILLO', 'ARRACHERA']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['CORTADILLO', 'HUEVO', 'CACHETE', 'PULPO', 'FILETE', 'ACEITE']",['PANELA']
RESTAURANTE DE MARISCOS EL ROJO,"['LECHE', 'MANCHEGO', 'PANELA', 'JAMON', 'QUESO', 'MOSTAZA']","['ARRACHERA', 'CORTADILLO']"
HOTEL REGIS,"['SALAMI', 'ALITA', 'CHILE', 'MEDALLON']",['MOLIDA']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['DIEZMILLO', 'PECHUGA', 'BRISKET']",['BACON']
RESTAURANTE EL BUEY,"['BACON', 'DULCE', 'CUBOS', 'PECHUGA', 'HUESO']",['DIEZMILLO']
RESTAURANTE CHAYITO,"['MEDALLON', 'BISTEC', 'PASTA', 'ALITA', 'SALMON']",['COFFEE']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['TOMATE', 'DESHEBRADA', 'LENGUA', 'MOLLEJA']",['SALSA']
HOTEL HOLIDAY IN EXPRESS,"['PASTEL', 'CHAMPIÑONES', 'ATUN', 'MANCHEGO', 'PAPA', 'TOCINO', 'DIEZMILLO']","['BACON', 'FLAUTAS']"
RESTAURANTE LA DELICIA,"['CARNITAS/PIERNA', 'HAMBURGUESA', 'PULPA', 'ALITA', 'MANCHEGO', 'LENGUA', 'COWBOY']",['SALSA']
RESTAURANTE FLOR DE TOKIO,"['BACON', 'BRISKET', 'MOSTAZA', 'COSTILLA', 'GOUDA', 'QUESO']",['DIEZMILLO']
RESTAURANTE BOATO,"['ARRACHERA', 'BONELESS', 'LECHE', 'TOCINO', 'JAMON', 'YOGHURT']",['FLAUTAS']
RESTAURANTE CHAYITO,"['CUBOS', 'TOMAHAWK', 'BRISKET', 'MACHACA', 'COFFEE', 'MOSTAZA', 'PASTEL']",['SALMON']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['POLLO', 'PASTEL', 'CARNE', 'CARNITAS/PIERNA', 'SALSA', 'JUGO']",['LENGUA']
RESTAURANTE FLOR DE TOKIO,"['CARNITAS/PIERNA', 'PANELA', 'BONELESS', 'LOMO']",['CORTADILLO']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['ELOTE', 'MILANESA', 'CORTADILLO', 'TOMATE', 'JALAPENOS']",['PANELA']
RESTAURANTE CHAYITO,"['HUESO', 'AJO', 'JUGO', 'FILETE', 'ARRACHERA', 'MARGARINA']",['LECHE']
RESTAURANTE  LA  FUNDACION,"['DIEZMILLO', 'LENGUA', 'ELOTE', 'LECHE', 'MERMELADA', 'PAVO']","['SALSA', 'ARRACHERA', 'BACON']"
RESTAURANTE BONDIA,"['DIEZMILLO', 'PIZZA', 'FLAN', 'CORTADILLO', 'BONELESS', 'TOCINO']","['PANELA', 'BACON', 'FLAUTAS']"
HOTEL HOLIDAY IN EXPRESS,"['CAFE', 'SALSA', 'PANELA', 'BONELESS', 'MEDALLON', 'HUESO']","['LENGUA', 'CORTADILLO']"
RESTAURANTE BERNAL,"['POLLO', 'GOUDA', 'COFFEE', 'ESPALDILLA', 'CACHETE', 'PAPRIKA']",['SALMON']
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,"['PULPA', 'CREMA', 'LENGUA', 'MEDALLON', 'PASTA', 'CHORIZO']",['SALSA']
CHE PEBETA RESTAURANTE ARGENTINO,"['ARRACHERA', 'CAFE', 'BRISKET', 'PULPO', 'PECHUGA']",['LECHE']
LA RONDA RESTAURANTE,"['BRISKET', 'ARRACHERA', 'FLAUTAS', 'VEAL', 'CATSUP']","['TOCINO', 'LECHE']"
RESTAURANTE ARIECCHINO,"['MOLIDA', 'JALAPENOS', 'MENUDO', 'PORTERHOUSE', 'MOLLEJA']",['CHILE']
HOTEL REGIS,"['YEMA', 'PEPPERONI', 'COWBOY', 'BACON', 'BRISKET']",['DIEZMILLO']
HOTEL REGIS,"['FLAUTAS', 'ROAST', 'PAPRIKA', 'PIZZA']",['TOCINO']
HOTEL REGIS,"['SALSA', 'PASTA', 'MOSTAZA', 'ACEITUNA', 'CHICHARRON']",['LENGUA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['COSTILLA', 'PHILADELPHIA', 'MOLIDA', 'VEAL']",['CHILE']
RESTAURANTE BONDIA,"['SAZONADOR', 'PIZZA', 'DIEZMILLO', 'JUGO', 'COCOA']",['BACON']
RESTAURANTE LA DELICIA,"['JUGO', 'PANELA', 'HAMBURGUESA', 'CARNITAS/PIERNA', 'MEDALLON', 'ADOBADA', 'FLAN']",['CORTADILLO']
HOTEL PALACIO,"['BACON', 'TOMATE', 'AJO', 'MOLLEJA', 'TOCINO', 'MOLIDA']","['DIEZMILLO', 'CHILE', 'FLAUTAS']"
RESTAURANTE FAMILIAR LAS PALMAS,"['QUESO', 'ADOBADA', 'PAVO', 'CUBOS', 'MANTEQUILLA', 'LECHE']",['ARRACHERA']
HOTEL PALACIO,"['MENUDO', 'GOUDA', 'MOLIDA', 'FILETE']",['CHILE']
RESTAURANTE JOSEPHINOS,"['LENGUA', 'YOGHURT', 'CAFE', 'PIERNA', 'FLAUTAS']","['SALSA', 'TOCINO']"
RESTAURANTE FAMILIAR LAS PALMAS,"['CATSUP', 'COFFEE', 'JAMON', 'MARGARINA']",['SALMON']
RESTAURANTE DE MARISCOS SIN NOMBRE,"['CHAMPIÑONES', 'MILANESA', 'SAZONADOR', 'LECHE', 'JUGO', 'CHILE']","['MOLIDA', 'ARRACHERA']"
RESTAURANTE ARIECCHINO,"['MOLIDA', 'BACON', 'CORTADILLO', 'DESHEBRADA', 'COFFEE']","['DIEZMILLO', 'CHILE', 'PANELA', 'SALMON']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['LECHE', 'MARGARINA', 'MORTADELA', 'MAYONESA', 'JUGO', 'FAJITA', 'CARNE']",['ARRACHERA']
NORTEÑO RESTAURANTE,"['RIBEYE', 'DESHEBRADA', 'CHILE', 'PAPRIKA', 'QUESO']",['MOLIDA']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['FLAN', 'LOMO', 'LENGUA']",['SALSA']
HOTEL POSADA,"['SALMON', 'PULPA', 'PAVO', 'JALAPENOS', 'CATSUP', 'PULPO']",['COFFEE']
RESTAURANTE Y TAQUERIA MI GENERAL,"['ACEITE', 'PANELA', 'LOMO', 'TOCINO']","['FLAUTAS', 'CORTADILLO']"
RESTAURANTE BON DIA,"['CAMARON', 'FLAUTAS', 'MAYONESA', 'MARGARINA']",['TOCINO']
RESTAURANTE CHAYITO,"['MANCHEGO', 'ESPALDILLA', 'CORTADILLO', 'CHULETA']",['PANELA']
RESTAURANTE MI KASA,"['ROAST', 'FLAUTAS', 'ELOTE', 'PASTEL']",['TOCINO']
HOTEL MISION,"['HAMBURGUESA', 'COFFEE', 'TOMATE', 'YOGHURT']",['SALMON']
MINIRESTAURANTE EL CHINO,"['CHAMPIÑONES', 'DIEZMILLO', 'CHULETA', 'SALMON', 'BISTEC']","['BACON', 'COFFEE']"
RESTAURANTE CHAYITO,"['CAFE', 'CHILE', 'BACON', 'CATSUP', 'JALAPENOS']","['DIEZMILLO', 'MOLIDA']"
HOTEL MISION,"['BONELESS', 'ESPALDILLA', 'COSTILLA', 'TOCINO', 'DESHEBRADA']",['FLAUTAS']
RESTAURANTE LA AZULITA,"['COCOA', 'ARRACHERA', 'PASTEL', 'PORTERHOUSE', 'PANELA']","['CORTADILLO', 'LECHE']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['PULPA', 'PHILADELPHIA', 'YOGHURT', 'BACON', 'ACEITE']",['DIEZMILLO']
CHE PEBETA RESTAURANTE ARGENTINO,"['TOMATE', 'COFFEE', 'CAFE', 'NUGGET', 'VEAL', 'MEDALLON', 'CHILE']","['MOLIDA', 'SALMON']"
RESTAURANTE DE MARISCOS SIN NOMBRE,"['LOMO', 'GALLETA', 'PIMIENTA', 'CORTADILLO', 'ADEREZO', 'COWBOY']",['PANELA']
RESTAURANTE LA AZULITA,"['CAFE', 'HAMBURGUESA', 'MERMELADA', 'FLAUTAS', 'CARNITAS/PIERNA']",['TOCINO']
RESTAURANTE IDOLOS DEL RIN,"['DESHEBRADA', 'MOLIDA', 'RIBEYE', 'PIERNA']",['CHILE']
EL MAGO RESTAURANTE Y BANQUETES,"['CHORIZO', 'CHILE', 'FLAUTAS', 'MILANESA', 'PULPO']","['TOCINO', 'MOLIDA']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['PURE', 'COSTILLA', 'MOLIDA', 'HUESO', 'T-BONE', 'ADEREZO', 'MARGARINA']",['CHILE']
RESTAURANTE BERNAL,"['PORTERHOUSE', 'PASTA', 'PANELA', 'CARNITAS/PIERNA', 'SALMON', 'CHAMPIÑONES', 'ELOTE']","['COFFEE', 'CORTADILLO']"
HOTEL MISION,"['PULPO', 'DULCE', 'GOUDA', 'MOLIDA', 'MIEL']",['CHILE']
RESTAURANTE FLOR DE TOKIO,"['NUGGET', 'POLLO', 'ROAST', 'COFFEE', 'PIZZA', 'CUBOS']",['SALMON']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['LECHE', 'SALSA', 'JALAPENOS']","['ARRACHERA', 'LENGUA']"
RESTAURANTE BOATO,"['PECHUGA', 'YOGHURT', 'HAMBURGUESA', 'LECHE', 'ENDULZANTE', 'MARGARINA', 'ACEITE']",['ARRACHERA']
RESTAURANTE FAMILIAR LAS PALMAS,"['TOMAHAWK', 'LENGUA', 'PASTA', 'MANTEQUILLA', 'SALMON']","['SALSA', 'COFFEE']"
RESTAURANTE IDOLOS DEL RIN,"['CARNE', 'NUGGET', 'HUEVO', 'CACHETE', 'CHULETA', 'SALSA']",['LENGUA']
LOS TORILES RESTAURANTE,"['ADEREZO', 'PIERNA', 'LENGUA', 'ALITA']",['SALSA']
HOTEL PALACIO,"['MIEL', 'ALITA', 'COFFEE', 'MANCHEGO']",['SALMON']
RESTAURANTE BUCHAKAS,"['DESHEBRADA', 'PAPRIKA', 'SALMON', 'CARNE', 'MORTADELA', 'WHIP', 'BACON']","['DIEZMILLO', 'COFFEE']"
RESTAURANTE JOSEPHINOS,"['YEMA', 'HUEVO', 'ARRACHERA', 'PHILADELPHIA', 'ROAST', 'ATUN']",['LECHE']
RESTAURANTE VERDENIA,"['FLAUTAS', 'MACHACA', 'PIMIENTA', 'TOMATE', 'CREMA', 'MORTADELA']",['TOCINO']
RESTAURANTE EL BUEN PALADAR,"['QUESO', 'HUESO', 'PORTERHOUSE', 'CAMARON', 'SURIMI', 'SALMON']",['COFFEE']
HOTEL POSADA,"['PASTA', 'LECHE', 'PAVO', 'AJO', 'ENDULZANTE']",['ARRACHERA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['CACHETE', 'HUEVO', 'BACON', 'T-BONE', 'SALAMI', 'MANTEQUILLA']",['DIEZMILLO']
RESTAURANTE VERDENIA,"['FAJITA', 'ALITA', 'PULPA', 'CORTADILLO', 'CATSUP', 'PULPO']",['PANELA']
RESTAURANTE BUCHAKAS,"['FLAUTAS', 'CORTADILLO', 'LOMO', 'MACHACA', 'ACEITUNA', 'CAMARON']","['TOCINO', 'PANELA']"
GAMMA DE FIESTA AMERCIANA GRAN HOTEL ANCIRA,"['ALITA', 'CHAMPIÑONES', 'GALLETA', 'MOLLEJA', 'CARNITAS/PIERNA', 'FLAUTAS', 'CAMARON']",['TOCINO']
RESTAURANTE BONDIA,"['FLAUTAS', 'SAZONADOR', 'ENDULZANTE', 'ROAST', 'MENUDO']",['TOCINO']
RESTAURANTE LOS RODRIGUEZ,"['CHULETA', 'ATUN', 'GALLETA', 'PULPA', 'HUEVO', 'TOCINO', 'CATSUP']",['FLAUTAS']
LA TORRADA RESTAURANTE,"['CARNE', 'CHILE', 'ADEREZO', 'BRISKET', 'CHICHARRON', 'RIBEYE', 'PHILADELPHIA']",['MOLIDA']
LA RONDA RESTAURANTE,"['DESHEBRADA', 'PORTERHOUSE', 'PANELA', 'CHULETA', 'LENGUA', 'SALMON']","['SALSA', 'COFFEE', 'CORTADILLO']"
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['PASTEL', 'PAVO', 'ADEREZO', 'CORTADILLO']",['PANELA']
RESTAURANTE VERDENIA,"['LOMO', 'LECHE', 'MERMELADA', 'PORTERHOUSE', 'MIEL']",['ARRACHERA']
RESTAURANTE TIO LALO,"['YEMA', 'MARGARINA', 'SHOULDER', 'COFFEE', 'CARNITAS/PIERNA', 'ESPALDILLA']",['SALMON']
RESTAURANTE Y TAQUERIA MI GENERAL,"['CREMA', 'SAZONADOR', 'ALITA', 'LENGUA', 'PAVO']",['SALSA']
RESTAURANTE LOS RODRIGUEZ,"['CHEESECAKE', 'MOLLEJA', 'CUBOS', 'CARNE', 'CORTADILLO']",['PANELA']
HOTEL HOLIDAY IN EXPRESS,"['ESPALDILLA', 'BRISKET', 'SURIMI', 'SALAMI', 'SALMON']",['COFFEE']
HOTEL OASIS,"['HAMBURGUESA', 'FLAUTAS', 'CHEESECAKE', 'SAZONADOR', 'GOUDA', 'QUESO', 'MIEL']",['TOCINO']
CHE PEBETA RESTAURANTE ARGENTINO,"['MANTEQUILLA', 'SHOULDER', 'WHIP', 'ARRACHERA']",['LECHE']
HOTEL OASIS,"['ACEITE', 'RIBEYE', 'PIMIENTA', 'HAMBURGUESA', 'CORTADILLO']",['PANELA']
RESTAURANTE CHAYITO,"['MOLIDA', 'SALSA']","['CHILE', 'LENGUA']"
RESTAURANTE ARIECCHINO,"['DESHEBRADA', 'MANTEQUILLA', 'HUESO', 'PURE', 'DIEZMILLO']",['BACON']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['PURE', 'PIZZA', 'T-BONE', 'ELOTE', 'SALSA']",['LENGUA']
MINIRESTAURANTE EL CHINO,"['T-BONE', 'ACEITUNA', 'PIERNA', 'BACON', 'MORTADELA', 'MEDALLON']",['DIEZMILLO']
RESTAURANTE DE MARISCOS EL ROJO,"['MAYONESA', 'BISTEC', 'ACEITUNA', 'CATSUP', 'LOMO', 'SALCHICHA', 'TOCINO']",['FLAUTAS']
RESTAURANTE EL BUEN PALADAR,"['PIERNA', 'MERMELADA', 'PAVO', 'COCOA', 'SALAMI', 'ARRACHERA', 'RIBEYE']",['LECHE']
VITANTI RESTAURANTE,"['MOSTAZA', 'AJO', 'GALLETA', 'CHEESECAKE', 'PASTEL', 'CORTADILLO', 'ESPALDILLA']",['PANELA']
HOTEL OASIS,"['DIEZMILLO', 'WHIP', 'COFFEE', 'ENDULZANTE', 'CARNITAS/PIERNA']","['BACON', 'SALMON']"
RESTAURANTE EL BUEN PALADAR,"['CUBOS', 'MOLLEJA', 'PIZZA', 'DESHEBRADA', 'SALMON']",['COFFEE']
RESTAURANTE DE MARISCOS LOS REYES,"['COFFEE', 'POLLO', 'MOLIDA', 'DULCE', 'ALITA', 'MOSTAZA']","['CHILE', 'SALMON']"
HOTEL PALACIO,"['SURIMI', 'SALAMI', 'DESHEBRADA', 'LECHE']",['ARRACHERA']
RESTAURANTE EL BUEN PALADAR,"['COWBOY', 'MENUDO', 'YEMA', 'SAZONADOR', 'FLAUTAS']",['TOCINO']
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['CORTADILLO', 'ATUN', 'AJO', 'MILANESA', 'BISTEC', 'LENGUA']","['SALSA', 'PANELA']"
RESTAURANTE JOSEPHINOS,"['BRISKET', 'CARNITAS/PIERNA', 'VEAL', 'GALLETA', 'CHICHARRON', 'ARRACHERA']",['LECHE']
RESTAURANTE ARIECCHINO,"['ELOTE', 'MERMELADA', 'HAMBURGUESA', 'MENUDO', 'CHILE', 'CACHETE']",['MOLIDA']
MINIRESTAURANTE EL CHINO,"['LECHE', 'QUESO', 'ENDULZANTE', 'DESHEBRADA', 'PEPPERONI']",['ARRACHERA']
HOTEL OASIS,"['CAFE', 'MAYONESA', 'PAPA', 'BISTEC', 'BRISKET', 'CREMA', 'CHILE']",['MOLIDA']
RESTAURANTE EL BUEN PALADAR,"['SALSA', 'MEDALLON', 'PIMIENTA', 'ACEITUNA', 'MENUDO']",['LENGUA']
RESTAURANTE VERDENIA,"['WHIP', 'AJO', 'PEPPERONI', 'PURE', 'PIZZA', 'PANELA']",['CORTADILLO']
RESTAURANTE BOATO,"['FLAUTAS', 'HUEVO', 'CAMARON', 'COWBOY', 'CACHETE', 'SHOULDER', 'PIZZA']",['TOCINO']
HOTEL MISION,"['PEPPERONI', 'CAFE', 'DIEZMILLO', 'CHILE', 'LENGUA']","['SALSA', 'MOLIDA', 'BACON']"
HUI XIN RESTAURANTE DE COMIDA CHINA,"['TOCINO', 'BACON', 'ACEITE', 'MACHACA', 'CHULETA', 'HUEVO']","['DIEZMILLO', 'FLAUTAS']"
RESTAURANTE BONDIA,"['SALSA', 'CATSUP', 'TOCINO']","['LENGUA', 'FLAUTAS']"
